Date,Open,High,Low,Close,Volume,VWAP
2008-05-21,894.55,926.0,869.8,901.35,2516620,903.34
2008-05-22,897.8,914.95,868.05,884.4,1339876,892.79
2008-05-23,890.0,904.0,846.0,853.65,691813,878.61
2008-05-26,848.45,905.4,829.0,887.45,1011808,868.68
2008-05-27,909.9,926.0,860.4,873.05,1280280,889.71
2008-05-28,873.0,883.0,835.0,841.0,617676,859.2
2008-05-29,851.15,867.9,829.15,834.85,447906,850.21
2008-05-30,843.1,847.7,760.0,790.4,851156,794.59
2008-06-02,795.5,827.0,760.05,765.8,849170,793.67
2008-06-03,741.0,769.9,733.35,739.4,532850,746.5
2008-06-04,742.0,755.7,692.25,702.2,383088,725.64
2008-06-05,701.0,708.9,635.1,657.55,715963,662.94
2008-06-06,669.9,681.25,635.0,639.6,568394,658.56
2008-06-09,620.0,626.0,591.3,612.6,461334,607.07
2008-06-10,599.2,618.85,580.0,589.25,517227,598.64
2008-06-11,598.0,631.4,595.2,607.1,768360,612.29
2008-06-12,597.9,604.4,570.0,593.5,506097,588.72
2008-06-13,593.5,614.9,592.2,600.3,511556,603.49
2008-06-16,610.0,639.8,606.05,620.9,962136,627.89
2008-06-17,621.0,634.75,612.0,630.6,346842,628.23
2008-06-18,630.6,659.0,625.2,628.9,694398,644.63
2008-06-19,618.0,654.0,611.55,649.15,749162,639.65
2008-06-20,653.85,660.9,620.0,624.25,716333,640.91
2008-06-23,620.0,620.0,562.05,571.05,839833,582.26
2008-06-24,573.55,590.0,563.95,568.7,673358,575.63
2008-06-25,560.0,563.0,541.1,549.7,652878,550.13
2008-06-26,586.0,586.0,525.0,528.45,658769,543.5
2008-06-27,505.0,513.85,488.35,496.0,680667,500.4
2008-06-30,496.0,510.1,488.8,494.15,382763,498.5
2008-07-01,500.0,505.0,475.0,478.15,265866,485.27
2008-07-02,439.0,509.95,388.1,481.3,1975470,441.59
2008-07-03,471.0,472.0,424.0,443.35,1008223,445.73
2008-07-04,449.0,459.9,433.1,450.4,531265,448.43
2008-07-07,455.5,494.0,455.5,467.35,544362,474.46
2008-07-08,457.0,478.9,425.0,459.45,597851,464.14
2008-07-09,479.0,551.35,471.0,551.35,2351043,523.82
2008-07-10,560.0,602.95,560.0,567.75,3422840,583.34
2008-07-11,570.0,580.0,538.15,546.35,937650,559.59
2008-07-14,540.0,572.0,528.35,534.9,1110512,550.89
2008-07-15,530.0,531.0,485.0,488.0,832634,508.06
2008-07-16,475.0,506.0,470.1,478.2,739517,486.23
2008-07-17,499.0,505.0,463.0,478.75,601137,482.28
2008-07-18,485.0,493.4,461.0,467.4,861368,471.97
2008-07-21,470.0,488.8,460.0,476.35,682113,476.69
2008-07-22,485.0,525.9,475.0,516.45,1505465,510.21
2008-07-23,539.95,568.8,539.95,553.55,889636,553.42
2008-07-24,563.3,593.0,555.05,584.6,1134530,580.67
2008-07-25,575.0,610.9,551.15,587.8,1464874,591.07
2008-07-28,580.0,606.95,580.0,588.45,746465,595.04
2008-07-29,580.0,617.0,540.1,554.7,2243341,581.47
2008-07-30,570.0,585.0,555.05,563.9,1003847,567.72
2008-07-31,571.0,585.0,565.0,578.0,715753,576.71
2008-08-01,570.0,584.0,555.55,576.25,658570,572.83
2008-08-04,576.0,597.9,571.15,585.05,527239,587.47
2008-08-05,585.05,600.0,580.0,587.0,522809,589.17
2008-08-06,600.5,605.4,570.0,576.65,494133,590.66
2008-08-07,576.65,590.0,571.3,573.75,510311,580.39
2008-08-08,570.0,590.7,565.0,581.55,565925,578.5
2008-08-11,590.0,602.0,584.25,591.0,505730,593.69
2008-08-12,592.0,633.5,591.05,626.5,2196252,619.52
2008-08-13,620.0,637.0,607.0,614.75,823967,621.61
2008-08-14,615.0,618.95,565.25,572.3,524090,587.39
2008-08-18,575.1,588.8,566.0,573.75,267398,577.92
2008-08-19,574.0,579.4,559.05,568.9,198592,568.41
2008-08-20,572.0,584.0,572.0,580.15,219629,579.32
2008-08-21,580.0,581.0,562.0,564.35,198200,569.0
2008-08-22,565.0,579.5,560.0,575.9,257000,570.46
2008-08-25,589.8,596.3,579.0,582.2,413765,587.34
2008-08-26,575.25,578.0,566.0,568.65,205317,570.06
2008-08-27,574.0,576.5,557.1,560.8,187926,568.19
2008-08-28,551.65,574.9,551.65,557.55,310199,563.66
2008-08-29,567.0,581.0,567.0,577.25,280056,573.68
2008-09-01,574.9,595.0,570.3,591.05,559722,587.76
2008-09-02,595.1,604.8,586.25,590.65,498792,597.3
2008-09-04,586.0,591.0,578.0,583.8,173765,584.67
2008-09-05,575.0,584.7,568.2,570.75,192519,576.59
2008-09-08,588.8,594.0,576.9,580.15,225668,586.6
2008-09-09,580.0,585.8,575.0,580.45,181819,579.92
2008-09-10,576.0,602.0,575.05,589.65,517234,590.74
2008-09-11,583.0,596.8,575.35,579.6,280981,586.25
2008-09-12,581.0,584.95,558.05,562.75,170293,572.28
2008-09-15,550.0,555.0,510.1,535.75,314196,525.78
2008-09-16,530.25,544.5,515.4,538.35,220585,530.65
2008-09-17,544.95,545.8,484.0,493.65,324750,512.59
2008-09-18,476.0,476.0,445.0,454.75,665699,455.56
2008-09-19,499.95,499.95,452.0,456.4,626712,461.0
2008-09-22,461.0,477.65,439.0,443.85,728653,457.11
2008-09-23,439.0,454.9,421.0,442.55,412444,445.4
2008-09-24,453.0,453.0,441.05,446.9,384977,446.11
2008-09-25,448.0,449.0,438.0,439.95,142088,441.18
2008-09-26,429.5,441.9,429.0,430.95,198455,433.46
2008-09-29,435.0,445.0,407.05,422.85,347497,418.1
2008-09-30,400.0,436.0,392.55,431.65,357373,417.78
2008-10-01,433.8,440.0,426.0,434.1,292413,434.79
2008-10-03,434.0,439.85,422.4,431.85,282657,432.12
2008-10-06,425.0,433.0,407.05,412.15,234652,423.51
2008-10-07,410.0,472.0,405.1,415.25,647919,433.85
2008-10-08,400.0,409.95,381.1,396.75,560925,397.74
2008-10-10,379.7,388.0,325.05,349.4,513928,355.44
2008-10-13,352.05,387.5,350.1,380.1,323950,375.57
2008-10-14,400.0,412.0,387.0,398.7,333421,401.89
2008-10-15,382.0,393.0,373.0,380.4,132672,381.6
2008-10-16,352.55,407.4,342.05,400.5,329381,382.98
2008-10-17,408.4,408.4,388.3,401.0,200412,400.57
2008-10-20,400.1,415.5,380.3,410.0,245317,400.1
2008-10-21,417.9,440.0,402.0,436.0,231715,426.2
2008-10-22,425.0,434.0,418.85,420.25,92909,423.39
2008-10-23,402.3,415.0,390.15,405.3,95940,407.69
2008-10-24,398.0,404.7,361.15,375.4,605104,383.77
2008-10-27,375.0,377.9,321.5,340.25,262479,346.48
2008-10-28,379.8,379.8,358.0,364.05,37336,364.02
2008-10-29,374.7,378.0,338.15,342.65,115919,358.66
2008-10-31,357.0,365.0,349.15,357.9,227297,357.74
2008-11-03,371.0,373.0,352.0,355.35,435536,359.79
2008-11-04,357.0,357.0,340.0,347.3,426295,347.03
2008-11-05,360.0,368.9,352.4,354.75,364596,360.03
2008-11-06,331.25,358.5,331.25,348.3,168564,350.29
2008-11-07,348.0,351.0,337.55,341.15,210164,343.43
2008-11-10,348.95,352.9,340.55,343.25,173863,346.88
2008-11-11,345.0,360.0,341.1,346.25,291545,351.7
2008-11-12,349.0,349.0,335.0,339.55,189310,339.96
2008-11-14,342.2,351.0,320.0,322.85,132990,330.72
2008-11-17,327.25,336.8,316.05,329.45,261195,328.04
2008-11-18,325.0,327.8,317.6,324.8,79370,322.8
2008-11-19,324.2,331.85,303.2,309.8,77962,320.11
2008-11-20,303.0,303.0,285.0,288.15,110134,292.34
2008-11-21,290.0,293.9,275.0,285.65,117231,284.55
2008-11-24,288.0,290.0,276.0,280.9,198251,283.33
2008-11-25,286.0,289.9,272.05,275.4,105896,281.85
2008-11-26,276.2,279.7,265.0,268.45,87649,269.25
2008-11-28,267.0,267.0,256.0,257.95,69478,259.71
2008-12-01,257.0,275.0,255.0,265.65,139673,268.33
2008-12-02,258.0,262.55,253.65,259.45,113639,259.3
2008-12-03,261.1,269.95,259.25,262.55,74585,264.22
2008-12-04,262.2,272.0,262.2,270.3,75654,268.59
2008-12-05,272.15,281.7,265.2,269.4,68500,274.93
2008-12-08,275.05,282.0,263.15,265.25,70425,272.6
2008-12-10,266.55,283.9,266.0,279.4,387501,276.59
2008-12-11,284.45,296.45,280.3,284.25,249195,288.68
2008-12-12,280.0,288.9,272.0,282.65,93313,281.61
2008-12-15,294.0,301.9,286.0,293.2,191129,296.01
2008-12-16,293.0,327.9,292.9,321.05,449031,313.5
2008-12-17,327.5,346.1,302.1,307.75,686034,328.78
2008-12-18,315.0,319.7,305.05,314.4,202116,313.2
2008-12-19,316.0,327.2,311.0,320.55,231389,320.6
2008-12-22,322.0,326.0,310.0,311.7,100133,318.93
2008-12-23,308.0,318.8,301.1,309.65,157755,308.44
2008-12-24,305.1,318.0,305.1,312.8,132623,313.03
2008-12-26,313.5,316.95,303.0,305.45,68099,309.74
2008-12-29,310.0,319.0,302.0,315.75,79084,310.81
2008-12-30,325.8,335.0,313.1,319.7,115880,320.47
2008-12-31,323.0,329.7,323.0,325.3,131274,325.79
2009-01-01,328.0,336.9,325.35,333.8,136138,331.84
2009-01-02,336.5,344.7,329.0,331.25,169149,337.16
2009-01-05,335.3,395.0,333.0,390.4,1478252,377.61
2009-01-06,397.0,408.9,380.25,395.2,1340260,397.69
2009-01-07,400.0,406.9,347.1,352.05,626963,386.79
2009-01-09,345.65,364.0,318.05,338.0,229193,337.95
2009-01-12,343.0,382.3,343.0,369.85,839495,370.89
2009-01-13,373.0,374.0,328.6,349.75,601140,350.52
2009-01-14,365.0,389.5,361.35,384.75,543230,377.01
2009-01-15,380.0,380.0,361.0,373.1,261690,370.99
2009-01-16,375.0,385.0,367.0,375.45,222985,377.19
2009-01-19,379.7,379.7,360.1,362.7,147342,368.47
2009-01-20,360.0,382.5,352.0,375.05,470213,374.07
2009-01-21,370.0,375.0,353.15,356.55,162450,365.92
2009-01-22,364.0,371.7,354.1,369.1,155032,365.08
2009-01-23,369.1,372.9,359.1,363.9,290005,362.75
2009-01-27,370.0,380.0,368.0,375.7,133817,374.85
2009-01-28,381.0,396.7,378.0,394.55,213076,388.13
2009-01-29,400.0,402.0,380.0,381.45,120451,387.47
2009-01-30,376.5,403.0,376.5,386.15,569737,391.93
2009-02-02,389.9,402.0,383.0,389.6,332022,393.33
2009-02-03,392.0,396.9,380.0,380.6,129965,384.62
2009-02-04,385.0,388.95,367.0,368.55,307096,376.56
2009-02-05,372.0,372.0,363.1,367.9,200590,368.69
2009-02-06,372.0,379.5,370.0,375.2,244915,375.43
2009-02-09,375.55,387.5,375.35,385.5,177584,383.65
2009-02-10,386.0,403.0,374.0,376.45,339949,388.16
2009-02-11,374.0,378.0,365.0,371.6,122130,372.54
2009-02-12,371.2,379.7,366.0,367.4,191178,372.11
2009-02-13,373.0,378.0,366.55,368.3,158836,372.41
2009-02-16,372.7,372.7,356.75,358.55,151292,364.38
2009-02-17,355.0,357.0,344.0,345.95,91113,350.2
2009-02-18,340.0,346.7,333.0,334.15,123069,338.23
2009-02-19,334.0,356.7,332.0,352.0,473586,349.33
2009-02-20,348.0,361.5,347.0,351.25,370436,354.76
2009-02-24,341.55,359.0,341.55,346.2,243982,350.42
2009-02-25,352.0,354.0,343.0,345.25,230475,346.71
2009-02-26,343.8,348.8,340.0,345.1,215832,344.85
2009-02-27,341.25,346.6,337.3,341.65,391513,342.14
2009-03-02,333.3,339.45,307.0,316.35,458583,330.13
2009-03-03,301.2,316.65,301.2,306.6,126340,310.97
2009-03-04,305.15,319.0,291.25,314.0,469254,310.07
2009-03-05,303.2,319.9,300.5,310.8,195189,309.69
2009-03-06,301.5,312.25,301.5,309.8,137502,309.19
2009-03-09,305.4,313.4,295.0,297.9,98733,304.43
2009-03-12,302.85,304.5,294.25,297.9,146086,299.75
2009-03-13,301.0,314.4,301.0,311.7,131526,308.21
2009-03-16,313.0,316.4,308.1,312.2,87139,313.04
2009-03-17,313.0,326.0,308.5,310.35,226884,318.69
2009-03-18,313.0,332.0,313.0,326.6,290448,325.83
2009-03-19,328.0,334.4,311.0,312.65,258604,319.62
2009-03-20,306.35,321.9,306.35,314.3,146542,317.1
2009-03-23,315.0,325.9,315.0,322.15,178441,322.59
2009-03-24,325.0,331.0,313.0,314.3,208205,323.76
2009-03-25,315.0,325.95,314.0,324.2,121996,321.11
2009-03-26,325.0,332.75,317.65,321.6,166172,324.61
2009-03-27,290.0,326.85,290.0,308.15,9242138,295.62
2009-03-30,321.0,326.5,303.1,318.1,721088,319.89
2009-03-31,319.1,328.0,318.25,323.3,383009,323.72
2009-04-01,323.3,346.75,323.3,340.8,1887718,336.6
2009-04-02,349.9,355.0,342.25,347.25,1277486,348.02
2009-04-06,355.0,391.05,350.1,385.15,1576171,369.7
2009-04-08,373.4,373.4,358.6,365.65,711559,365.48
2009-04-09,374.4,388.9,370.1,378.3,929375,381.5
2009-04-13,385.0,389.9,375.35,380.1,287618,381.75
2009-04-15,375.0,408.95,368.05,399.7,1083383,393.96
2009-04-16,385.3,415.15,370.25,380.2,610744,392.61
2009-04-17,385.0,403.0,374.0,377.0,507751,390.16
2009-04-20,379.0,389.0,376.0,378.8,262049,382.49
2009-04-21,373.0,383.4,370.0,379.6,237316,378.77
2009-04-22,382.45,400.0,381.25,386.8,624545,390.38
2009-04-23,394.7,401.9,375.0,391.55,480133,391.11
2009-04-24,392.2,419.7,391.0,403.5,1213967,408.99
2009-04-27,402.65,411.9,387.5,389.7,536960,400.68
2009-04-28,392.0,395.3,365.55,369.5,259933,381.2
2009-04-29,375.0,392.1,373.5,388.75,347406,384.29
2009-05-04,392.0,408.9,391.35,405.3,469343,403.1
2009-05-05,402.0,427.8,402.0,410.55,634433,416.57
2009-05-06,413.8,422.1,396.2,401.35,318429,412.02
2009-05-07,401.0,414.5,401.0,411.95,280135,409.47
2009-05-08,408.0,428.4,406.25,413.2,514518,416.58
2009-05-11,417.0,423.0,398.0,403.45,310581,411.05
2009-05-12,405.0,412.25,391.2,408.15,480540,401.97
2009-05-13,401.3,451.6,401.3,438.6,1411669,433.39
2009-05-14,401.0,467.0,362.25,461.95,1280322,453.51
2009-05-15,464.2,485.5,464.2,471.75,966255,475.75
2009-05-18,499.9,566.0,499.9,523.35,12366,545.76
2009-05-19,600.0,600.0,451.25,528.75,947923,543.48
2009-05-20,537.9,570.7,527.0,536.5,1284823,549.92
2009-05-21,532.0,576.2,532.0,559.1,1107113,562.34
2009-05-22,559.1,567.75,540.0,546.3,364758,551.17
2009-05-25,551.2,615.7,550.0,599.8,1491325,591.6
2009-05-26,607.4,626.85,571.25,576.25,922825,591.69
2009-05-27,591.1,598.0,583.35,589.7,256566,590.74
2009-05-28,594.4,594.9,581.5,588.5,195573,588.59
2009-05-29,591.0,649.0,591.0,611.2,944627,621.19
2009-06-01,624.5,659.0,620.1,651.15,821523,638.92
2009-06-02,662.0,663.8,612.55,629.0,425551,632.1
2009-06-03,635.0,648.2,581.0,600.95,639042,615.23
2009-06-04,597.0,624.0,590.5,620.25,346049,615.55
2009-06-05,630.0,638.0,621.0,626.65,370690,627.87
2009-06-08,631.9,644.9,607.0,622.25,519603,631.06
2009-06-09,621.1,684.5,610.0,680.2,838443,653.27
2009-06-10,697.7,703.0,656.25,687.4,804013,684.06
2009-06-11,687.4,689.7,655.0,674.8,285059,672.98
2009-06-12,676.0,705.0,655.1,665.6,516520,686.12
2009-06-15,663.5,669.0,627.0,630.3,434156,644.51
2009-06-16,616.0,645.0,614.0,633.55,330434,633.29
2009-06-17,647.0,660.0,610.0,613.75,535106,628.99
2009-06-18,620.0,635.0,607.0,617.7,573708,621.55
2009-06-19,623.95,634.85,611.1,619.2,595097,619.21
2009-06-22,624.9,624.9,610.05,617.85,457676,618.09
2009-06-23,602.3,613.05,570.55,600.85,329643,594.18
2009-06-24,605.0,623.0,602.1,612.55,180581,613.59
2009-06-25,619.9,632.0,608.0,611.4,198685,620.88
2009-06-26,616.0,628.5,613.8,614.95,188377,618.54
2009-06-29,621.95,648.9,620.0,634.8,336765,638.62
2009-06-30,639.85,644.4,597.65,604.1,242428,617.85
2009-07-01,610.0,620.0,590.0,607.8,310028,608.13
2009-07-02,613.85,614.5,585.05,589.25,233388,596.38
2009-07-03,589.0,594.6,576.35,585.85,421790,585.76
2009-07-06,596.0,599.7,533.05,539.85,356627,571.93
2009-07-07,547.0,554.75,520.0,521.05,320477,528.34
2009-07-08,517.5,517.5,491.05,505.75,330707,505.23
2009-07-09,512.35,514.9,491.25,494.8,181173,501.38
2009-07-10,498.5,526.8,497.45,516.1,1052071,516.78
2009-07-13,510.0,515.0,499.7,506.0,189960,505.82
2009-07-14,515.0,539.7,510.0,525.1,879923,525.87
2009-07-15,531.0,547.8,529.1,540.15,544062,539.79
2009-07-16,550.0,551.0,525.0,528.9,220870,537.23
2009-07-17,535.0,549.0,534.1,543.55,295697,543.06
2009-07-20,547.0,559.9,546.0,551.75,306467,554.28
2009-07-21,550.0,557.45,542.05,553.3,290547,552.85
2009-07-22,556.5,570.9,550.05,555.95,312195,560.34
2009-07-23,565.0,567.9,554.2,557.25,183295,560.99
2009-07-24,565.0,566.0,555.55,558.45,163576,561.02
2009-07-27,562.9,564.0,548.0,559.1,159896,558.85
2009-07-28,560.0,578.0,553.55,561.05,204886,567.62
2009-07-29,560.0,561.1,538.05,545.85,150829,551.05
2009-07-30,545.0,570.0,542.1,557.05,399389,555.46
2009-07-31,574.4,614.7,561.35,601.35,1735156,592.6
2009-08-03,599.4,624.0,592.0,600.75,950404,610.75
2009-08-04,604.0,618.0,595.3,600.4,587494,606.21
2009-08-05,601.0,607.7,593.2,597.25,340152,599.67
2009-08-06,599.9,599.9,568.0,571.3,211844,584.03
2009-08-07,568.0,575.0,535.5,540.35,449286,551.26
2009-08-10,552.0,568.0,541.15,561.45,406507,558.06
2009-08-11,562.0,569.0,544.0,547.55,218133,557.89
2009-08-12,549.9,552.0,538.5,544.55,175300,544.39
2009-08-13,550.0,562.0,547.0,553.65,266420,554.27
2009-08-14,558.0,567.0,546.9,552.4,301202,558.18
2009-08-17,541.65,548.0,540.0,541.95,258963,542.33
2009-08-18,540.0,544.0,527.0,535.3,217178,537.49
2009-08-19,538.5,556.8,528.0,530.15,438762,538.65
2009-08-20,536.0,543.0,530.0,530.25,148961,533.14
2009-08-21,530.0,533.2,522.0,528.8,278046,529.42
2009-08-24,532.85,545.0,530.5,537.75,241532,538.33
2009-08-25,537.05,552.7,535.15,542.45,240065,544.33
2009-08-26,543.8,564.0,543.8,552.95,289982,556.2
2009-08-27,554.9,598.95,552.95,584.7,1276811,582.44
2009-08-28,588.4,589.0,563.0,569.2,530521,575.15
2009-08-31,565.5,586.2,555.1,557.5,468321,569.29
2009-09-01,563.85,568.7,532.1,535.55,433543,550.39
2009-09-02,535.55,543.0,523.25,526.05,342940,531.66
2009-09-03,534.4,551.9,533.1,546.15,339137,543.97
2009-09-04,548.8,554.0,537.6,550.2,181403,546.26
2009-09-07,555.0,572.0,551.0,567.95,335380,563.59
2009-09-08,569.95,573.9,541.1,544.55,447786,552.39
2009-09-09,553.0,553.9,535.4,540.15,280830,543.33
2009-09-10,548.0,552.0,537.8,540.35,214034,545.29
2009-09-11,542.0,545.0,531.2,534.0,176708,538.52
2009-09-14,538.0,539.85,525.0,535.2,154624,533.34
2009-09-15,537.0,549.8,536.05,547.25,177236,543.88
2009-09-16,550.25,554.0,535.0,539.95,348370,542.57
2009-09-17,541.0,547.9,532.0,534.95,193381,539.42
2009-09-18,534.0,545.35,533.15,535.25,282188,537.78
2009-09-22,539.75,557.05,533.0,542.65,535942,548.22
2009-09-23,539.1,549.7,535.0,537.5,231364,543.63
2009-09-24,534.9,538.0,527.9,531.7,201906,531.74
2009-09-25,526.0,545.7,525.0,528.45,352597,534.76
2009-09-29,528.0,534.8,524.2,526.0,228477,528.96
2009-09-30,526.0,533.95,516.25,519.85,543102,526.61
2009-10-01,521.8,533.0,521.2,525.55,220188,526.74
2009-10-05,526.9,531.9,514.05,514.8,328670,520.16
2009-10-06,525.0,525.0,500.0,510.95,332622,508.78
2009-10-07,514.95,519.0,508.0,510.5,266351,514.85
2009-10-08,514.2,531.0,507.9,525.2,701424,524.43
2009-10-09,527.0,545.0,527.0,538.1,933362,538.37
2009-10-12,541.65,547.1,534.2,537.7,267755,540.78
